"rgn_id","habitat","prop_score"
1,"saltmarsh",0.997
1,"seagrass",0.003
2,"saltmarsh",0.997
2,"seagrass",0.003
3,"saltmarsh",0.997
3,"seagrass",0.003
4,"saltmarsh",0.997
4,"seagrass",0.003
5,"saltmarsh",0.997
5,"seagrass",0.003
